,filepath,filename,label
725,image_data/forehand/F_242.jpeg,F_242.jpeg,forehand
1878,image_data/serve/S_231.jpeg,S_231.jpeg,serve
1666,image_data/serve/S_188.jpeg,S_188.jpeg,serve
435,image_data/backhand/B_005.jpeg,B_005.jpeg,backhand
580,image_data/forehand/F_177.jpeg,F_177.jpeg,forehand
1994,image_data/serve/S_267.jpeg,S_267.jpeg,serve
1115,image_data/ready_position/R_033.jpeg,R_033.jpeg,ready_position
1087,image_data/ready_position/R_068.jpeg,R_068.jpeg,ready_position
263,image_data/backhand/B_150.jpeg,B_150.jpeg,backhand
289,image_data/backhand/B_465.jpeg,B_465.jpeg,backhand
1505,image_data/serve/S_073.jpeg,S_073.jpeg,serve
1911,image_data/serve/S_456.jpeg,S_456.jpeg,serve
85,image_data/backhand/B_102.jpeg,B_102.jpeg,backhand
1429,image_data/ready_position/R_342.jpeg,R_342.jpeg,ready_position
453,image_data/backhand/B_291.jpeg,B_291.jpeg,backhand
1680,image_data/serve/S_223.jpeg,S_223.jpeg,serve
100,image_data/backhand/B_163.jpeg,B_163.jpeg,backhand
151,image_data/backhand/B_304.jpeg,B_304.jpeg,backhand
528,image_data/forehand/F_005.jpeg,F_005.jpeg,forehand
1763,image_data/serve/S_283.jpeg,S_283.jpeg,serve
1981,image_data/serve/S_123.jpeg,S_123.jpeg,serve
1574,image_data/serve/S_443.jpeg,S_443.jpeg,serve
1379,image_data/ready_position/R_374.jpeg,R_374.jpeg,ready_position
1984,image_data/serve/S_436.jpeg,S_436.jpeg,serve
830,image_data/forehand/F_485.jpeg,F_485.jpeg,forehand
1125,image_data/ready_position/R_025.jpeg,R_025.jpeg,ready_position
243,image_data/backhand/B_214.jpeg,B_214.jpeg,backhand
1687,image_data/serve/S_262.jpeg,S_262.jpeg,serve
1478,image_data/ready_position/R_420.jpeg,R_420.jpeg,ready_position
1031,image_data/ready_position/R_478.jpeg,R_478.jpeg,ready_position
1865,image_data/serve/S_294.jpeg,S_294.jpeg,serve
1128,image_data/ready_position/R_242.jpeg,R_242.jpeg,ready_position
374,image_data/backhand/B_137.jpeg,B_137.jpeg,backhand
291,image_data/backhand/B_259.jpeg,B_259.jpeg,backhand
913,image_data/forehand/F_230.jpeg,F_230.jpeg,forehand
1615,image_data/serve/S_033.jpeg,S_033.jpeg,serve
1547,image_data/serve/S_229.jpeg,S_229.jpeg,serve
226,image_data/backhand/B_295.jpeg,B_295.jpeg,backhand
1408,image_data/ready_position/R_397.jpeg,R_397.jpeg,ready_position
186,image_data/backhand/B_427.jpeg,B_427.jpeg,backhand
283,image_data/backhand/B_218.jpeg,B_218.jpeg,backhand
287,image_data/backhand/B_166.jpeg,B_166.jpeg,backhand
42,image_data/backhand/B_154.jpeg,B_154.jpeg,backhand
174,image_data/backhand/B_467.jpeg,B_467.jpeg,backhand
1702,image_data/serve/S_367.jpeg,S_367.jpeg,serve
1244,image_data/ready_position/R_310.jpeg,R_310.jpeg,ready_position
121,image_data/backhand/B_323.jpeg,B_323.jpeg,backhand
1487,image_data/ready_position/R_031.jpeg,R_031.jpeg,ready_position
1021,image_data/ready_position/R_458.jpeg,R_458.jpeg,ready_position
1106,image_data/ready_position/R_009.jpeg,R_009.jpeg,ready_position
1921,image_data/serve/S_102.jpeg,S_102.jpeg,serve
1661,image_data/serve/S_110.jpeg,S_110.jpeg,serve
1732,image_data/serve/S_015.jpeg,S_015.jpeg,serve
1879,image_data/serve/S_374.jpeg,S_374.jpeg,serve
1027,image_data/ready_position/R_233.jpeg,R_233.jpeg,ready_position
310,image_data/backhand/B_370.jpeg,B_370.jpeg,backhand
835,image_data/forehand/F_411.jpeg,F_411.jpeg,forehand
448,image_data/backhand/B_229.jpeg,B_229.jpeg,backhand
959,image_data/forehand/F_159.jpeg,F_159.jpeg,forehand
143,image_data/backhand/B_200.jpeg,B_200.jpeg,backhand
1394,image_data/ready_position/R_088.jpeg,R_088.jpeg,ready_position
1654,image_data/serve/S_014.jpeg,S_014.jpeg,serve
1044,image_data/ready_position/R_194.jpeg,R_194.jpeg,ready_position
1213,image_data/ready_position/R_424.jpeg,R_424.jpeg,ready_position
1062,image_data/ready_position/R_403.jpeg,R_403.jpeg,ready_position
1005,image_data/ready_position/R_073.jpeg,R_073.jpeg,ready_position
1150,image_data/ready_position/R_297.jpeg,R_297.jpeg,ready_position
971,image_data/forehand/F_092.jpeg,F_092.jpeg,forehand
544,image_data/forehand/F_064.jpeg,F_064.jpeg,forehand
1059,image_data/ready_position/R_454.jpeg,R_454.jpeg,ready_position
102,image_data/backhand/B_026.jpeg,B_026.jpeg,backhand
1817,image_data/serve/S_164.jpeg,S_164.jpeg,serve
1451,image_data/ready_position/R_251.jpeg,R_251.jpeg,ready_position
1993,image_data/serve/S_334.jpeg,S_334.jpeg,serve
804,image_data/forehand/F_484.jpeg,F_484.jpeg,forehand
35,image_data/backhand/B_379.jpeg,B_379.jpeg,backhand
656,image_data/forehand/F_185.jpeg,F_185.jpeg,forehand
158,image_data/backhand/B_148.jpeg,B_148.jpeg,backhand
405,image_data/backhand/B_029.jpeg,B_029.jpeg,backhand
1283,image_data/ready_position/R_352.jpeg,R_352.jpeg,ready_position
564,image_data/forehand/F_376.jpeg,F_376.jpeg,forehand
467,image_data/backhand/B_244.jpeg,B_244.jpeg,backhand
624,image_data/forehand/F_478.jpeg,F_478.jpeg,forehand
1262,image_data/ready_position/R_145.jpeg,R_145.jpeg,ready_position
1,image_data/backhand/B_288.jpeg,B_288.jpeg,backhand
1832,image_data/serve/S_037.jpeg,S_037.jpeg,serve
149,image_data/backhand/B_168.jpeg,B_168.jpeg,backhand
1728,image_data/serve/S_280.jpeg,S_280.jpeg,serve
228,image_data/backhand/B_446.jpeg,B_446.jpeg,backhand
650,image_data/forehand/F_326.jpeg,F_326.jpeg,forehand
441,image_data/backhand/B_116.jpeg,B_116.jpeg,backhand
376,image_data/backhand/B_025.jpeg,B_025.jpeg,backhand
235,image_data/backhand/B_391.jpeg,B_391.jpeg,backhand
483,image_data/backhand/B_337.jpeg,B_337.jpeg,backhand
322,image_data/backhand/B_063.jpeg,B_063.jpeg,backhand
1297,image_data/ready_position/R_333.jpeg,R_333.jpeg,ready_position
1819,image_data/serve/S_471.jpeg,S_471.jpeg,serve
1016,image_data/ready_position/R_049.jpeg,R_049.jpeg,ready_position
526,image_data/forehand/F_290.jpeg,F_290.jpeg,forehand
1701,image_data/serve/S_449.jpeg,S_449.jpeg,serve
106,image_data/backhand/B_319.jpeg,B_319.jpeg,backhand
666,image_data/forehand/F_202.jpeg,F_202.jpeg,forehand
352,image_data/backhand/B_297.jpeg,B_297.jpeg,backhand
1542,image_data/serve/S_252.jpeg,S_252.jpeg,serve
256,image_data/backhand/B_039.jpeg,B_039.jpeg,backhand
587,image_data/forehand/F_136.jpeg,F_136.jpeg,forehand
820,image_data/forehand/F_186.jpeg,F_186.jpeg,forehand
1798,image_data/serve/S_221.jpeg,S_221.jpeg,serve
1473,image_data/ready_position/R_498.jpeg,R_498.jpeg,ready_position
474,image_data/backhand/B_008.jpeg,B_008.jpeg,backhand
327,image_data/backhand/B_171.jpeg,B_171.jpeg,backhand
1376,image_data/ready_position/R_056.jpeg,R_056.jpeg,ready_position
1293,image_data/ready_position/R_325.jpeg,R_325.jpeg,ready_position
872,image_data/forehand/F_333.jpeg,F_333.jpeg,forehand
1759,image_data/serve/S_112.jpeg,S_112.jpeg,serve
1351,image_data/ready_position/R_095.jpeg,R_095.jpeg,ready_position
1209,image_data/ready_position/R_062.jpeg,R_062.jpeg,ready_position
267,image_data/backhand/B_384.jpeg,B_384.jpeg,backhand
426,image_data/backhand/B_044.jpeg,B_044.jpeg,backhand
1556,image_data/serve/S_268.jpeg,S_268.jpeg,serve
337,image_data/backhand/B_452.jpeg,B_452.jpeg,backhand
1360,image_data/ready_position/R_386.jpeg,R_386.jpeg,ready_position
438,image_data/backhand/B_004.jpeg,B_004.jpeg,backhand
1707,image_data/serve/S_035.jpeg,S_035.jpeg,serve
394,image_data/backhand/B_232.jpeg,B_232.jpeg,backhand
698,image_data/forehand/F_281.jpeg,F_281.jpeg,forehand
1700,image_data/serve/S_019.jpeg,S_019.jpeg,serve
1714,image_data/serve/S_074.jpeg,S_074.jpeg,serve
354,image_data/backhand/B_080.jpeg,B_080.jpeg,backhand
733,image_data/forehand/F_327.jpeg,F_327.jpeg,forehand
364,image_data/backhand/B_491.jpeg,B_491.jpeg,backhand
868,image_data/forehand/F_364.jpeg,F_364.jpeg,forehand
1804,image_data/serve/S_036.jpeg,S_036.jpeg,serve
930,image_data/forehand/F_436.jpeg,F_436.jpeg,forehand
1922,image_data/serve/S_381.jpeg,S_381.jpeg,serve
353,image_data/backhand/B_278.jpeg,B_278.jpeg,backhand
1258,image_data/ready_position/R_057.jpeg,R_057.jpeg,ready_position
1816,image_data/serve/S_470.jpeg,S_470.jpeg,serve
811,image_data/forehand/F_216.jpeg,F_216.jpeg,forehand
825,image_data/forehand/F_217.jpeg,F_217.jpeg,forehand
1596,image_data/serve/S_029.jpeg,S_029.jpeg,serve
909,image_data/forehand/F_247.jpeg,F_247.jpeg,forehand
1233,image_data/ready_position/R_296.jpeg,R_296.jpeg,ready_position
1926,image_data/serve/S_315.jpeg,S_315.jpeg,serve
626,image_data/forehand/F_028.jpeg,F_028.jpeg,forehand
1234,image_data/ready_position/R_279.jpeg,R_279.jpeg,ready_position
1250,image_data/ready_position/R_097.jpeg,R_097.jpeg,ready_position
168,image_data/backhand/B_125.jpeg,B_125.jpeg,backhand
10,image_data/backhand/B_158.jpeg,B_158.jpeg,backhand
777,image_data/forehand/F_133.jpeg,F_133.jpeg,forehand
1864,image_data/serve/S_105.jpeg,S_105.jpeg,serve
1362,image_data/ready_position/R_040.jpeg,R_040.jpeg,ready_position
1558,image_data/serve/S_004.jpeg,S_004.jpeg,serve
495,image_data/backhand/B_024.jpeg,B_024.jpeg,backhand
986,image_data/forehand/F_440.jpeg,F_440.jpeg,forehand
1635,image_data/serve/S_429.jpeg,S_429.jpeg,serve
1482,image_data/ready_position/R_089.jpeg,R_089.jpeg,ready_position
1790,image_data/serve/S_237.jpeg,S_237.jpeg,serve
976,image_data/forehand/F_207.jpeg,F_207.jpeg,forehand
707,image_data/forehand/F_385.jpeg,F_385.jpeg,forehand
1402,image_data/ready_position/R_163.jpeg,R_163.jpeg,ready_position
1216,image_data/ready_position/R_023.jpeg,R_023.jpeg,ready_position
1173,image_data/ready_position/R_433.jpeg,R_433.jpeg,ready_position
323,image_data/backhand/B_126.jpeg,B_126.jpeg,backhand
1538,image_data/serve/S_340.jpeg,S_340.jpeg,serve
1300,image_data/ready_position/R_108.jpeg,R_108.jpeg,ready_position
941,image_data/forehand/F_026.jpeg,F_026.jpeg,forehand
658,image_data/forehand/F_243.jpeg,F_243.jpeg,forehand
1735,image_data/serve/S_107.jpeg,S_107.jpeg,serve
1651,image_data/serve/S_278.jpeg,S_278.jpeg,serve
1499,image_data/ready_position/R_375.jpeg,R_375.jpeg,ready_position
340,image_data/backhand/B_110.jpeg,B_110.jpeg,backhand
1311,image_data/ready_position/R_427.jpeg,R_427.jpeg,ready_position
1772,image_data/serve/S_387.jpeg,S_387.jpeg,serve
1055,image_data/ready_position/R_287.jpeg,R_287.jpeg,ready_position
1443,image_data/ready_position/R_355.jpeg,R_355.jpeg,ready_position
1640,image_data/serve/S_254.jpeg,S_254.jpeg,serve
1167,image_data/ready_position/R_167.jpeg,R_167.jpeg,ready_position
996,image_data/forehand/F_051.jpeg,F_051.jpeg,forehand
48,image_data/backhand/B_482.jpeg,B_482.jpeg,backhand
902,image_data/forehand/F_206.jpeg,F_206.jpeg,forehand
1468,image_data/ready_position/R_396.jpeg,R_396.jpeg,ready_position
1162,image_data/ready_position/R_405.jpeg,R_405.jpeg,ready_position
712,image_data/forehand/F_311.jpeg,F_311.jpeg,forehand
779,image_data/forehand/F_076.jpeg,F_076.jpeg,forehand
1939,image_data/serve/S_302.jpeg,S_302.jpeg,serve
595,image_data/forehand/F_053.jpeg,F_053.jpeg,forehand
484,image_data/backhand/B_272.jpeg,B_272.jpeg,backhand
316,image_data/backhand/B_223.jpeg,B_223.jpeg,backhand
258,image_data/backhand/B_202.jpeg,B_202.jpeg,backhand
1347,image_data/ready_position/R_168.jpeg,R_168.jpeg,ready_position
344,image_data/backhand/B_239.jpeg,B_239.jpeg,backhand
325,image_data/backhand/B_034.jpeg,B_034.jpeg,backhand
1256,image_data/ready_position/R_306.jpeg,R_306.jpeg,ready_position
893,image_data/forehand/F_046.jpeg,F_046.jpeg,forehand
1459,image_data/ready_position/R_338.jpeg,R_338.jpeg,ready_position
1660,image_data/serve/S_393.jpeg,S_393.jpeg,serve
324,image_data/backhand/B_258.jpeg,B_258.jpeg,backhand
202,image_data/backhand/B_108.jpeg,B_108.jpeg,backhand
620,image_data/forehand/F_356.jpeg,F_356.jpeg,forehand
70,image_data/backhand/B_250.jpeg,B_250.jpeg,backhand
1114,image_data/ready_position/R_463.jpeg,R_463.jpeg,ready_position
80,image_data/backhand/B_440.jpeg,B_440.jpeg,backhand
422,image_data/backhand/B_228.jpeg,B_228.jpeg,backhand
1220,image_data/ready_position/R_111.jpeg,R_111.jpeg,ready_position
1647,image_data/serve/S_106.jpeg,S_106.jpeg,serve
601,image_data/forehand/F_291.jpeg,F_291.jpeg,forehand
1345,image_data/ready_position/R_241.jpeg,R_241.jpeg,ready_position
181,image_data/backhand/B_076.jpeg,B_076.jpeg,backhand
1286,image_data/ready_position/R_169.jpeg,R_169.jpeg,ready_position
215,image_data/backhand/B_493.jpeg,B_493.jpeg,backhand
1995,image_data/serve/S_322.jpeg,S_322.jpeg,serve
1477,image_data/ready_position/R_135.jpeg,R_135.jpeg,ready_position
1959,image_data/serve/S_338.jpeg,S_338.jpeg,serve
32,image_data/backhand/B_400.jpeg,B_400.jpeg,backhand
1003,image_data/ready_position/R_248.jpeg,R_248.jpeg,ready_position
615,image_data/forehand/F_340.jpeg,F_340.jpeg,forehand
1306,image_data/ready_position/R_124.jpeg,R_124.jpeg,ready_position
824,image_data/forehand/F_352.jpeg,F_352.jpeg,forehand
1957,image_data/serve/S_416.jpeg,S_416.jpeg,serve
1442,image_data/ready_position/R_181.jpeg,R_181.jpeg,ready_position
529,image_data/forehand/F_455.jpeg,F_455.jpeg,forehand
763,image_data/forehand/F_298.jpeg,F_298.jpeg,forehand
1696,image_data/serve/S_326.jpeg,S_326.jpeg,serve
558,image_data/forehand/F_265.jpeg,F_265.jpeg,forehand
1873,image_data/serve/S_144.jpeg,S_144.jpeg,serve
1694,image_data/serve/S_058.jpeg,S_058.jpeg,serve
1975,image_data/serve/S_027.jpeg,S_027.jpeg,serve
1313,image_data/ready_position/R_309.jpeg,R_309.jpeg,ready_position
1917,image_data/serve/S_339.jpeg,S_339.jpeg,serve
1437,image_data/ready_position/R_303.jpeg,R_303.jpeg,ready_position
1937,image_data/serve/S_303.jpeg,S_303.jpeg,serve
1221,image_data/ready_position/R_404.jpeg,R_404.jpeg,ready_position
1294,image_data/ready_position/R_149.jpeg,R_149.jpeg,ready_position
1888,image_data/serve/S_362.jpeg,S_362.jpeg,serve
589,image_data/forehand/F_474.jpeg,F_474.jpeg,forehand
1650,image_data/serve/S_297.jpeg,S_297.jpeg,serve
268,image_data/backhand/B_107.jpeg,B_107.jpeg,backhand
1025,image_data/ready_position/R_376.jpeg,R_376.jpeg,ready_position
1415,image_data/ready_position/R_010.jpeg,R_010.jpeg,ready_position
1017,image_data/ready_position/R_360.jpeg,R_360.jpeg,ready_position
661,image_data/forehand/F_428.jpeg,F_428.jpeg,forehand
1967,image_data/serve/S_142.jpeg,S_142.jpeg,serve
416,image_data/backhand/B_438.jpeg,B_438.jpeg,backhand
807,image_data/forehand/F_200.jpeg,F_200.jpeg,forehand
6,image_data/backhand/B_226.jpeg,B_226.jpeg,backhand
1788,image_data/serve/S_305.jpeg,S_305.jpeg,serve
748,image_data/forehand/F_126.jpeg,F_126.jpeg,forehand
1909,image_data/serve/S_378.jpeg,S_378.jpeg,serve
1855,image_data/serve/S_129.jpeg,S_129.jpeg,serve
1116,image_data/ready_position/R_176.jpeg,R_176.jpeg,ready_position
638,image_data/forehand/F_127.jpeg,F_127.jpeg,forehand
134,image_data/backhand/B_386.jpeg,B_386.jpeg,backhand
475,image_data/backhand/B_458.jpeg,B_458.jpeg,backhand
1585,image_data/serve/S_316.jpeg,S_316.jpeg,serve
1264,image_data/ready_position/R_329.jpeg,R_329.jpeg,ready_position
1872,image_data/serve/S_451.jpeg,S_451.jpeg,serve
515,image_data/forehand/F_480.jpeg,F_480.jpeg,forehand
1000,image_data/ready_position/R_024.jpeg,R_024.jpeg,ready_position
1101,image_data/ready_position/R_398.jpeg,R_398.jpeg,ready_position
1590,image_data/serve/S_341.jpeg,S_341.jpeg,serve
1393,image_data/ready_position/R_122.jpeg,R_122.jpeg,ready_position
1272,image_data/ready_position/R_387.jpeg,R_387.jpeg,ready_position
567,image_data/forehand/F_458.jpeg,F_458.jpeg,forehand
500,image_data/forehand/F_479.jpeg,F_479.jpeg,forehand
635,image_data/forehand/F_131.jpeg,F_131.jpeg,forehand
1780,image_data/serve/S_344.jpeg,S_344.jpeg,serve
1249,image_data/ready_position/R_428.jpeg,R_428.jpeg,ready_position
1187,image_data/ready_position/R_262.jpeg,R_262.jpeg,ready_position
1201,image_data/ready_position/R_449.jpeg,R_449.jpeg,ready_position
1785,image_data/serve/S_169.jpeg,S_169.jpeg,serve
1159,image_data/ready_position/R_239.jpeg,R_239.jpeg,ready_position
206,image_data/backhand/B_372.jpeg,B_372.jpeg,backhand
1531,image_data/serve/S_182.jpeg,S_182.jpeg,serve
823,image_data/forehand/F_094.jpeg,F_094.jpeg,forehand
1844,image_data/serve/S_304.jpeg,S_304.jpeg,serve
951,image_data/forehand/F_319.jpeg,F_319.jpeg,forehand
962,image_data/forehand/F_289.jpeg,F_289.jpeg,forehand
218,image_data/backhand/B_313.jpeg,B_313.jpeg,backhand
372,image_data/backhand/B_072.jpeg,B_072.jpeg,backhand
687,image_data/forehand/F_280.jpeg,F_280.jpeg,forehand
766,image_data/forehand/F_220.jpeg,F_220.jpeg,forehand
547,image_data/forehand/F_463.jpeg,F_463.jpeg,forehand
985,image_data/forehand/F_381.jpeg,F_381.jpeg,forehand
317,image_data/backhand/B_331.jpeg,B_331.jpeg,backhand
1067,image_data/ready_position/R_394.jpeg,R_394.jpeg,ready_position
1325,image_data/ready_position/R_125.jpeg,R_125.jpeg,ready_position
690,image_data/forehand/F_054.jpeg,F_054.jpeg,forehand
74,image_data/backhand/B_342.jpeg,B_342.jpeg,backhand
419,image_data/backhand/B_156.jpeg,B_156.jpeg,backhand
578,image_data/forehand/F_198.jpeg,F_198.jpeg,forehand
1583,image_data/serve/S_480.jpeg,S_480.jpeg,serve
1078,image_data/ready_position/R_044.jpeg,R_044.jpeg,ready_position
1285,image_data/ready_position/R_493.jpeg,R_493.jpeg,ready_position
782,image_data/forehand/F_471.jpeg,F_471.jpeg,forehand
1060,image_data/ready_position/R_395.jpeg,R_395.jpeg,ready_position
1053,image_data/ready_position/R_442.jpeg,R_442.jpeg,ready_position
279,image_data/backhand/B_003.jpeg,B_003.jpeg,backhand
1178,image_data/ready_position/R_258.jpeg,R_258.jpeg,ready_position
1018,image_data/ready_position/R_225.jpeg,R_225.jpeg,ready_position
1674,image_data/serve/S_126.jpeg,S_126.jpeg,serve
1535,image_data/serve/S_356.jpeg,S_356.jpeg,serve
1324,image_data/ready_position/R_076.jpeg,R_076.jpeg,ready_position
1291,image_data/ready_position/R_372.jpeg,R_372.jpeg,ready_position
1755,image_data/serve/S_243.jpeg,S_243.jpeg,serve
639,image_data/forehand/F_259.jpeg,F_259.jpeg,forehand
1520,image_data/serve/S_272.jpeg,S_272.jpeg,serve
361,image_data/backhand/B_254.jpeg,B_254.jpeg,backhand
1989,image_data/serve/S_226.jpeg,S_226.jpeg,serve
1626,image_data/serve/S_475.jpeg,S_475.jpeg,serve
1570,image_data/serve/S_455.jpeg,S_455.jpeg,serve
1900,image_data/serve/S_071.jpeg,S_071.jpeg,serve
1551,image_data/serve/S_291.jpeg,S_291.jpeg,serve
1910,image_data/serve/S_006.jpeg,S_006.jpeg,serve
1236,image_data/ready_position/R_042.jpeg,R_042.jpeg,ready_position
211,image_data/backhand/B_217.jpeg,B_217.jpeg,backhand
442,image_data/backhand/B_053.jpeg,B_053.jpeg,backhand
1882,image_data/serve/S_323.jpeg,S_323.jpeg,serve
1104,image_data/ready_position/R_265.jpeg,R_265.jpeg,ready_position
953,image_data/forehand/F_460.jpeg,F_460.jpeg,forehand
1491,image_data/ready_position/R_158.jpeg,R_158.jpeg,ready_position
209,image_data/backhand/B_325.jpeg,B_325.jpeg,backhand
169,image_data/backhand/B_430.jpeg,B_430.jpeg,backhand
899,image_data/forehand/F_482.jpeg,F_482.jpeg,forehand
892,image_data/forehand/F_380.jpeg,F_380.jpeg,forehand
1715,image_data/serve/S_131.jpeg,S_131.jpeg,serve
1618,image_data/serve/S_064.jpeg,S_064.jpeg,serve
1609,image_data/serve/S_361.jpeg,S_361.jpeg,serve
369,image_data/backhand/B_096.jpeg,B_096.jpeg,backhand
1586,image_data/serve/S_438.jpeg,S_438.jpeg,serve
1407,image_data/ready_position/R_114.jpeg,R_114.jpeg,ready_position
1456,image_data/ready_position/R_046.jpeg,R_046.jpeg,ready_position
1461,image_data/ready_position/R_441.jpeg,R_441.jpeg,ready_position
1534,image_data/serve/S_213.jpeg,S_213.jpeg,serve
901,image_data/forehand/F_343.jpeg,F_343.jpeg,forehand
518,image_data/forehand/F_101.jpeg,F_101.jpeg,forehand
237,image_data/backhand/B_407.jpeg,B_407.jpeg,backhand
1741,image_data/serve/S_193.jpeg,S_193.jpeg,serve
90,image_data/backhand/B_114.jpeg,B_114.jpeg,backhand
201,image_data/backhand/B_299.jpeg,B_299.jpeg,backhand
1711,image_data/serve/S_127.jpeg,S_127.jpeg,serve
670,image_data/forehand/F_193.jpeg,F_193.jpeg,forehand
854,image_data/forehand/F_470.jpeg,F_470.jpeg,forehand
714,image_data/forehand/F_468.jpeg,F_468.jpeg,forehand
1712,image_data/serve/S_218.jpeg,S_218.jpeg,serve
730,image_data/forehand/F_409.jpeg,F_409.jpeg,forehand
399,image_data/backhand/B_265.jpeg,B_265.jpeg,backhand
1098,image_data/ready_position/R_245.jpeg,R_245.jpeg,ready_position
538,image_data/forehand/F_475.jpeg,F_475.jpeg,forehand
1010,image_data/ready_position/R_209.jpeg,R_209.jpeg,ready_position
1424,image_data/ready_position/R_179.jpeg,R_179.jpeg,ready_position
699,image_data/forehand/F_147.jpeg,F_147.jpeg,forehand
1063,image_data/ready_position/R_053.jpeg,R_053.jpeg,ready_position
1240,image_data/ready_position/R_193.jpeg,R_193.jpeg,ready_position
507,image_data/forehand/F_212.jpeg,F_212.jpeg,forehand
1400,image_data/ready_position/R_071.jpeg,R_071.jpeg,ready_position
860,image_data/forehand/F_124.jpeg,F_124.jpeg,forehand
1464,image_data/ready_position/R_284.jpeg,R_284.jpeg,ready_position
1373,image_data/ready_position/R_144.jpeg,R_144.jpeg,ready_position
1164,image_data/ready_position/R_022.jpeg,R_022.jpeg,ready_position
430,image_data/backhand/B_402.jpeg,B_402.jpeg,backhand
1359,image_data/ready_position/R_191.jpeg,R_191.jpeg,ready_position
1366,image_data/ready_position/R_447.jpeg,R_447.jpeg,ready_position
664,image_data/forehand/F_351.jpeg,F_351.jpeg,forehand
554,image_data/forehand/F_048.jpeg,F_048.jpeg,forehand
1548,image_data/serve/S_100.jpeg,S_100.jpeg,serve
86,image_data/backhand/B_397.jpeg,B_397.jpeg,backhand
1545,image_data/serve/S_481.jpeg,S_481.jpeg,serve
498,image_data/backhand/B_423.jpeg,B_423.jpeg,backhand
1509,image_data/serve/S_120.jpeg,S_120.jpeg,serve
1968,image_data/serve/S_396.jpeg,S_396.jpeg,serve
1736,image_data/serve/S_042.jpeg,S_042.jpeg,serve
1605,image_data/serve/S_459.jpeg,S_459.jpeg,serve
972,image_data/forehand/F_354.jpeg,F_354.jpeg,forehand
1990,image_data/serve/S_363.jpeg,S_363.jpeg,serve
1511,image_data/serve/S_462.jpeg,S_462.jpeg,serve
1958,image_data/serve/S_103.jpeg,S_103.jpeg,serve
719,image_data/forehand/F_080.jpeg,F_080.jpeg,forehand
885,image_data/forehand/F_457.jpeg,F_457.jpeg,forehand
1746,image_data/serve/S_202.jpeg,S_202.jpeg,serve
562,image_data/forehand/F_398.jpeg,F_398.jpeg,forehand
1779,image_data/serve/S_128.jpeg,S_128.jpeg,serve
1367,image_data/ready_position/R_017.jpeg,R_017.jpeg,ready_position
1705,image_data/serve/S_259.jpeg,S_259.jpeg,serve
535,image_data/forehand/F_394.jpeg,F_394.jpeg,forehand
180,image_data/backhand/B_099.jpeg,B_099.jpeg,backhand
1326,image_data/ready_position/R_060.jpeg,R_060.jpeg,ready_position
1401,image_data/ready_position/R_499.jpeg,R_499.jpeg,ready_position
1965,image_data/serve/S_007.jpeg,S_007.jpeg,serve
1455,image_data/ready_position/R_380.jpeg,R_380.jpeg,ready_position
1726,image_data/serve/S_003.jpeg,S_003.jpeg,serve
1912,image_data/serve/S_143.jpeg,S_143.jpeg,serve
803,image_data/forehand/F_257.jpeg,F_257.jpeg,forehand
695,image_data/forehand/F_110.jpeg,F_110.jpeg,forehand
784,image_data/forehand/F_390.jpeg,F_390.jpeg,forehand
622,image_data/forehand/F_244.jpeg,F_244.jpeg,forehand
810,image_data/forehand/F_353.jpeg,F_353.jpeg,forehand
1799,image_data/serve/S_364.jpeg,S_364.jpeg,serve
532,image_data/forehand/F_117.jpeg,F_117.jpeg,forehand
205,image_data/backhand/B_237.jpeg,B_237.jpeg,backhand
1652,image_data/serve/S_151.jpeg,S_151.jpeg,serve
1961,image_data/serve/S_441.jpeg,S_441.jpeg,serve
1943,image_data/serve/S_355.jpeg,S_355.jpeg,serve
881,image_data/forehand/F_050.jpeg,F_050.jpeg,forehand
570,image_data/forehand/F_264.jpeg,F_264.jpeg,forehand
478,image_data/backhand/B_399.jpeg,B_399.jpeg,backhand
1218,image_data/ready_position/R_473.jpeg,R_473.jpeg,ready_position
1404,image_data/ready_position/R_476.jpeg,R_476.jpeg,ready_position
1827,image_data/serve/S_430.jpeg,S_430.jpeg,serve
506,image_data/forehand/F_091.jpeg,F_091.jpeg,forehand
1261,image_data/ready_position/R_450.jpeg,R_450.jpeg,ready_position
907,image_data/forehand/F_093.jpeg,F_093.jpeg,forehand
1145,image_data/ready_position/R_487.jpeg,R_487.jpeg,ready_position
1383,image_data/ready_position/R_289.jpeg,R_289.jpeg,ready_position
534,image_data/forehand/F_052.jpeg,F_052.jpeg,forehand
1275,image_data/ready_position/R_190.jpeg,R_190.jpeg,ready_position
1756,image_data/serve/S_306.jpeg,S_306.jpeg,serve
1253,image_data/ready_position/R_185.jpeg,R_185.jpeg,ready_position
281,image_data/backhand/B_424.jpeg,B_424.jpeg,backhand
815,image_data/forehand/F_168.jpeg,F_168.jpeg,forehand
1045,image_data/ready_position/R_481.jpeg,R_481.jpeg,ready_position
1155,image_data/ready_position/R_281.jpeg,R_281.jpeg,ready_position
44,image_data/backhand/B_338.jpeg,B_338.jpeg,backhand
706,image_data/forehand/F_014.jpeg,F_014.jpeg,forehand
614,image_data/forehand/F_205.jpeg,F_205.jpeg,forehand
1902,image_data/serve/S_499.jpeg,S_499.jpeg,serve
278,image_data/backhand/B_453.jpeg,B_453.jpeg,backhand
705,image_data/forehand/F_444.jpeg,F_444.jpeg,forehand
736,image_data/forehand/F_448.jpeg,F_448.jpeg,forehand
